name,height,category,subcat1,subcat2,extras
Tsuyu Asui,150,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gran Torino,120,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Minoru Mineta,108,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouta Izumi,107,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Linlin,880,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jack,830,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Bartholomew Kuma,689,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Edward Weevil,680,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Katakuri,509,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Daifuku,489,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Smoothies,464,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Urouge,388,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Marshall D. Teach,344,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Perospero,333,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Donquixote Doflamingo,305,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jinbe,301,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Brook,266,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yamato,263,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Riku Dold III,261,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Scratchmen Apoo,256,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Crocodile,253,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Franky,225,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Basil,210,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eustass Kid,205,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
T-Bone,200,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Killer,195,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Trafalgar Law,191,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nico Robin,188,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Portgas D. Ace,185,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Wyper,183,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Roronoa Zoro,178,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Sanji,177,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Usopp,174,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jewelry Bonney,174,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Monkey D. Luffy,172,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tashigi,170,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Flampe,170,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nami,169,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Capone Bege,166,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Streusen,140,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kozuki Momonosuke,110,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tony Tony Chopper,90,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Manshelly,20,fictional,One Piece,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shuuji Hanma,192,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kanji Mochizuki,192,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yasuhiro Mutou,187,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ken Ryuuguuji,185,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hakkai Shiba,183,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Seishu Inui,177,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryouhei Hayashi,176,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Keisuke Baji,175,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hajime Kokonoi,174,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Makoto Suzuki,172,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruchiyo Sanzu,172,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nahoya Kawata,170,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takashi Mitsuya,170,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Atsushi Sendou,168,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chifuyu Matsuno,168,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takuya Yamamoto,166,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takemichi Hanagaki (teen),165,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuzuha Shiba,165,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Izana Kurokawa,165,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruki Hayashida,164,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tetta Kisaki,164,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Manjirou Sano,162,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kazushi Yamagishi,158,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hinata Tachibana (teen),153,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emma Sano,150,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Naoto Tachibana (Young),148,fictional,Tokyo Revengers Season 2,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yoshikatsu Kuroda,190,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gakuto Sasajima,183,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Masaru Shibata,180,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kunimitsu Ookura,178,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Seiji Fukami,178,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yousuke Ashiya,177,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruomi Konoe,176,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Minoru Hanabusa,175,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chisato Mikuriya,172,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryouta Mukai,170,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takumi Niina,170,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Toichirou Nakazawa,168,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Koutarou Tozuka,165,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Daisuke Inoue,163,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Wataru Maruyama,163,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuki Kouzuki,162,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jinko Sasajima,161,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mari Fukami,157,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Akira Sonohara,157,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tamami Kogawa,155,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shiki Koshiyama,153,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hajime Sasaki,153,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chiaki Sonohara,153,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Fumika Kenmochi,151,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Barinas,190,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Camille,179,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hersey,177,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Beatrice,176,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Anna,172,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Frantiva,172,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuffie,170,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Victoria,168,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ashwaya,167,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kiraya,166,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Angela,164,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miyuki Soga,163,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kasumi,161,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saya Murasaki,159,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Maki Toubun,158,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hotaru Kamiizumi,157,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gekka Ootori,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rikia,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emma,155,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rie Natsume,145,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rotania,139,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mei Iga,138,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saazbaum,190,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Cruhteo,187,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayregalia Vers Rayvers,185,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Trillram,185,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouichirou Marito,183,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Vlad,182,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Souma Yagarai,180,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuutarou Tsumugi,176,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Calm Craftman,175,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Femieanne,173,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shigou Kakei,172,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Slaine Troyard,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Darzana Magbaredge,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Okisuke Mikuni,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kisaki Matsuribi,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuki Kaizuka,168,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kaoru Mizusaki,166,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inko Amifumi,165,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inaho Kaizuka,164,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayet Areash,158,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina Klein,158,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Asseylum Vers Allusia,155,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eddelrittuo,134,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Zastin Deviluke,205,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryoko Mikado,171,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ren Elsie Jewelria,168,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Risa Momioka,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rin Kujou,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tearju Lunatique,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Lala Satalin Deviluke,165,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saki Tenjoin,165,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rito Yuuki,null,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yui Kotegawa,162,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kyoko Kirisaki,162,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruna Sairenji,160,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Oshizu Murasame,159,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Run Elsie Jewelria,158,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ayako 'Aya' Fujisaki,157,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Golden Darkness,153,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mea Kurosaki,153,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mio Sawada,null,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Momo Belia Deviluke,151,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nana Astar Deviluke,151,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mikan Yuuki,149,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Celine,47,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kuina,186,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hideki Owase,185,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takashi Shiginuma,183,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
