name,height,category,subcat1,subcat2,extras
Ayame Sarutobi,169.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jun 2', 'Age': '20+', 'Gender': 'Female', 'Blood Type': nan}"
Zenzou Hattori,175.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Aug 22', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Otose,166.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jul 7', 'Age': '60-65', 'Gender': 'Female', 'Blood Type': nan}"
Umibouzu,168.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jul 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Henpeita Takechi,178.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Sep 27', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Matako Kijima,165.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jan 8', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Binbokusai Yagyuu,88.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'May 30', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Mutsu,158.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jul 7', 'Age': '24', 'Gender': 'Female', 'Blood Type': nan}"
Shigeshige Tokugawa,175.0,fictional,Gintama THE FINAL,anime,"{'Birthday': 'Jun 22', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Seita,133.0,fictional,Gintama,anime,"{'Birthday': 'May 10', 'Age': '8', 'Gender': 'Male', 'Blood Type': nan}"
Kaguya Shinomiya,158.0,fictional,Kaguyasama wa Kokurasetai Ultra Romantic,anime,"{'Birthday': 'Jan 1, 2003', 'Age': '17', 'Gender': 'Female', 'Blood Type': 'AB'}"
Miko Iino,147.0,fictional,Kaguyasama wa Kokurasetai Ultra Romantic,anime,"{'Birthday': 'May 5', 'Age': '16', 'Gender': 'Female', 'Blood Type': 'O'}"
Eren Yeager,170.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Mar 30', 'Age': '15-19', 'Gender': 'Male', 'Blood Type': nan}"
Mikasa Ackerman,170.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Feb 10', 'Age': '15-19', 'Gender': 'Female', 'Blood Type': nan}"
Armin Arlert,163.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Nov 3', 'Age': '15 (850), 19 (854)', 'Gender': 'Male', 'Blood Type': nan}"
Levi,160.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Dec 25', 'Age': 'Over 30', 'Gender': 'Male', 'Blood Type': nan}"
Erwin Smith,188.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Oct 14', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Reiner Braun,185.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Aug 1', 'Age': '17-21', 'Gender': 'Male', 'Blood Type': nan}"
Connie Springer,158.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'May 2', 'Age': '15', 'Gender': 'Male', 'Blood Type': nan}"
Bertolt Hoover,192.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Dec 30', 'Age': '16', 'Gender': 'Male', 'Blood Type': nan}"
Annie Leonhart,153.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Mar 22', 'Age': '16-20', 'Gender': 'Female', 'Blood Type': nan}"
Jean Kirstein,175.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Apr 7', 'Age': '16, 19', 'Gender': 'Male', 'Blood Type': nan}"
Marco Bott,178.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Jun 16', 'Age': '16', 'Gender': 'Male', 'Blood Type': nan}"
Krista Lenz,145.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Jan 15', 'Age': '15; 19', 'Gender': 'Female', 'Blood Type': nan}"
Hange Zoe,170.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Sep 5', 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Ymir,172.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Feb 17', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Hitch Dreyse,168.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'May 10', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Zeke,183.0,fictional,Shingeki no Kyojin 3 Part 2,anime,"{'Birthday': 'Aug 1', 'Age': '25-29', 'Gender': 'Male', 'Blood Type': nan}"
Killua Zoldyck,158.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': 'Jul 7', 'Age': '11 (beginning); 14-15 (current)', 'Gender': 'Male', 'Blood Type': 'A'}"
Kurapika,171.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': 'Apr 4', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Leorio Paradinight,193.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': 'Mar 3', 'Age': '19', 'Gender': 'Male', 'Blood Type': 'O'}"
Gon Freecss,154.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': 'May 5', 'Age': '11 (beginning), 14-15 (current)', 'Gender': 'Male', 'Blood Type': 'B'}"
Hisoka Morow,187.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': 'Jun 6', 'Age': '28', 'Gender': 'Male', 'Blood Type': 'B'}"
Ging Freecss,176.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': nan, 'Age': '31-32', 'Gender': 'Male', 'Blood Type': nan}"
Illumi Zoldyck,185.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': nan, 'Age': '24', 'Gender': 'Male', 'Blood Type': 'A'}"
Chrollo Lucilfer,177.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': nan, 'Age': '26', 'Gender': 'Male', 'Blood Type': 'AB'}"
Machi Komacine,159.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': nan, 'Age': '24', 'Gender': 'Female', 'Blood Type': nan}"
Canary,164.0,fictional,HUNTERHUNTER 2011,anime,"{'Birthday': nan, 'Age': '13-16', 'Gender': 'Female', 'Blood Type': 'AB'}"
Koyomi Araragi,165.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': 'Apr 14', 'Age': '17-18', 'Gender': 'Male', 'Blood Type': nan}"
Hitagi Senjougahara,165.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': 'Jul 7', 'Age': '17-18', 'Gender': 'Female', 'Blood Type': nan}"
Nadeko Sengoku,153.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': 'Jun 3', 'Age': '13-14', 'Gender': 'Female', 'Blood Type': 'B'}"
Tsubasa Hanekawa,158.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': nan, 'Age': '17-18', 'Gender': 'Female', 'Blood Type': nan}"
Karen Araragi,170.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': nan, 'Age': '14-15', 'Gender': 'Female', 'Blood Type': nan}"
Tsukihi Araragi,156.0,fictional,Owarimonogatari Ge,anime,"{'Birthday': 'Apr', 'Age': '13-14', 'Gender': 'Female', 'Blood Type': 'B'}"
Rintarou Okabe,177.0,fictional,SteinsGate,anime,"{'Birthday': 'Dec 14, 1991', 'Age': '18', 'Gender': 'Male', 'Blood Type': nan}"
Kurisu Makise,160.0,fictional,SteinsGate,anime,"{'Birthday': 'Jul 25, 1992', 'Age': '18', 'Gender': 'Female', 'Blood Type': 'A'}"
Mayuri Shiina,151.0,fictional,SteinsGate,anime,"{'Birthday': 'Feb 1, 1994', 'Age': '16', 'Gender': 'Female', 'Blood Type': 'O'}"
Itaru Hashida,164.0,fictional,SteinsGate,anime,"{'Birthday': 'May 19, 1991', 'Age': '19', 'Gender': 'Male', 'Blood Type': 'B'}"
Suzuha Amane,163.0,fictional,SteinsGate,anime,"{'Birthday': 'Sep 27, 2017', 'Age': '18', 'Gender': 'Female', 'Blood Type': 'O'}"
Luka Urushibara,161.0,fictional,SteinsGate,anime,"{'Birthday': 'Aug 30, 1993', 'Age': '16', 'Gender': nan, 'Blood Type': 'A'}"
Rumiho Akiha,143.0,fictional,SteinsGate,anime,"{'Birthday': 'Apr 3', 'Age': '17', 'Gender': 'Female', 'Blood Type': 'AB'}"
Moeka Kiryuu,167.0,fictional,SteinsGate,anime,"{'Birthday': 'Jun 6', 'Age': '20', 'Gender': 'Female', 'Blood Type': 'B'}"
Kisuke Urahara,183.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Dec 31', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Toshiro Hitsugaya,133.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Dec 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Yasutora Sado,197.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Apr 7', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A0'}"
Renji Abarai,188.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Aug 31', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Byakuya Kuchiki,180.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jan 31', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Shinji Hirako,176.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'May 10', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Kaname Tousen,176.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Nov 13', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Sousuke Aizen,186.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'May 29', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Gin Ichimaru,185.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Sep 10', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Momo Hinamori,151.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jun 3', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Izuru Kira,173.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Mar 27', 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Shuuhei Hisagi,181.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Aug 14', 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Mayuri Kurotsuchi,174.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Mar 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Kensei Muguruma,179.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jul 30', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Isshin Kurosaki,186.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Dec 10', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Nanao Ise,164.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jul 7', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Tier Harribel,175.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jul 25', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Yumichika Ayasegawa,169.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Sep 19', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Sajin Komamura,288.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Aug 23', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Isane Kotetsu,187.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Aug 2', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Emilou Apacci,156.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'May 17', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Kenpachi Kiganjou,223.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Oct 5', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Grimmjow Jaegerjaquez,186.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Jul 31', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Hanataro Yamada,153.0,fictional,BLEACH Sennen Kessenhen,anime,"{'Birthday': 'Apr 1', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Tatsumi,165.0,fictional,Gintama,anime,"{'Birthday': 'May 6', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Kuriko Matsudaira,161.0,fictional,Gintama,anime,"{'Birthday': 'Sep 4', 'Age': '17', 'Gender': nan, 'Blood Type': nan}"
Pieck Finger,155.0,fictional,Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,anime,"{'Birthday': 'Aug 5', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Falco Grice,140.0,fictional,Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,anime,"{'Birthday': 'Feb 10', 'Age': '12-15', 'Gender': 'Male', 'Blood Type': nan}"
Gabi Braun,138.0,fictional,Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,anime,"{'Birthday': 'Apr 14', 'Age': '15', 'Gender': 'Female', 'Blood Type': nan}"
Nanaba,172.0,fictional,Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Hebi,172.0,fictional,VINLAND SAGA SEASON 2,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Thorgil,176.0,fictional,VINLAND SAGA SEASON 2,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Olmar,170.0,fictional,VINLAND SAGA SEASON 2,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Pater,165.0,fictional,VINLAND SAGA SEASON 2,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Gardar,180.0,fictional,VINLAND SAGA SEASON 2,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Violet Evergarden,161.0,fictional,Violet Evergarden Movie,anime,"{'Birthday': nan, 'Age': '14-18', 'Gender': 'Female', 'Blood Type': 'A'}"
Arataka Reigen,179.0,fictional,Mob Psycho 100 II,anime,"{'Birthday': 'Oct 10', 'Age': '28', 'Gender': 'Male', 'Blood Type': 'O'}"
Shouya Ishida,183.0,fictional,Koe no Katachi,anime,"{'Birthday': 'Jun 6', 'Age': '12-20', 'Gender': 'Male', 'Blood Type': nan}"
Ai Hoshino,151.0,fictional,Idol,anime,"{'Birthday': nan, 'Age': '16-20', 'Gender': 'Female', 'Blood Type': nan}"
Ruby Hoshino,158.0,fictional,Idol,anime,"{'Birthday': nan, 'Age': '16', 'Gender': 'Female', 'Blood Type': nan}"
Aquamarine Hoshino,172.0,fictional,Idol,anime,"{'Birthday': nan, 'Age': '16', 'Gender': 'Male', 'Blood Type': nan}"
Luffy D. Monkey,172.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 5', 'Age': '17-19', 'Gender': 'Male', 'Blood Type': 'F'}"
Robin Nico,188.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 6', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'S'}"
Zoro Roronoa,178.0,fictional,ONE PIECE,anime,"{'Birthday': 'Nov 11', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'XF'}"
Sanji,177.0,fictional,ONE PIECE,anime,"{'Birthday': 'Mar 2', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'S (RH-)'}"
Chopper Tony Tony,90.0,fictional,ONE PIECE,anime,"{'Birthday': 'Dec 24', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'X'}"
Nami,169.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jul 3', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'X'}"
Usopp,174.0,fictional,ONE PIECE,anime,"{'Birthday': 'Apr 1', 'Age': '17-19', 'Gender': 'Male', 'Blood Type': 'S Rh+'}"
Brook,266.0,fictional,ONE PIECE,anime,"{'Birthday': 'Apr 3', 'Age': '88-90', 'Gender': 'Male', 'Blood Type': 'X'}"
Jinbe,301.0,fictional,ONE PIECE,anime,"{'Birthday': 'Apr 2', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'F'}"
Buggy,192.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 8', 'Age': '37 (pre-timeskip), 39 (post-timeskip)', 'Gender': 'Male', 'Blood Type': 'F'}"
Vivi Nefertari,169.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 2', 'Age': '16-18', 'Gender': 'Female', 'Blood Type': 'F'}"
Shanks,199.0,fictional,ONE PIECE,anime,"{'Birthday': 'Mar 9', 'Age': '27-39', 'Gender': 'Male', 'Blood Type': 'XF'}"
Enel,266.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 6', 'Age': '37-39', 'Gender': 'Male', 'Blood Type': 'S'}"
Dracule Mihawk,198.0,fictional,ONE PIECE,anime,"{'Birthday': 'Mar 9', 'Age': '41-43', 'Gender': 'Male', 'Blood Type': 'S'}"
Ace D. Portgas,185.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jan 1', 'Age': '20', 'Gender': 'Male', 'Blood Type': 'S'}"
Kuro,207.0,fictional,ONE PIECE,anime,"{'Birthday': 'Apr 22', 'Age': '33-35', 'Gender': 'Male', 'Blood Type': 'X'}"
Bellamy,240.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 7', 'Age': '25-27', 'Gender': 'Male', 'Blood Type': 'F'}"
Crocodile,253.0,fictional,ONE PIECE,anime,"{'Birthday': 'Sep 5', 'Age': '44-46', 'Gender': 'Male', 'Blood Type': 'S'}"
Tashigi,170.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 6', 'Age': '21-23', 'Gender': 'Female', 'Blood Type': 'S'}"
Newgate Edward,666.0,fictional,ONE PIECE,anime,"{'Birthday': 'Apr 6', 'Age': '72', 'Gender': 'Male', 'Blood Type': nan}"
Kuzan,298.0,fictional,ONE PIECE,anime,"{'Birthday': 'Sep 21', 'Age': '47-49', 'Gender': 'Male', 'Blood Type': 'F'}"
Smoker,209.0,fictional,ONE PIECE,anime,"{'Birthday': 'Mar 14', 'Age': '34-36', 'Gender': 'Male', 'Blood Type': 'XF'}"
Roger Gold,274.0,fictional,ONE PIECE,anime,"{'Birthday': 'Dec 31', 'Age': '53', 'Gender': 'Male', 'Blood Type': 'S'}"
Dragon,256.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 5', 'Age': '53-55', 'Gender': 'Male', 'Blood Type': 'F'}"
Lucky Roux,241.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jul 6', 'Age': '23-35', 'Gender': 'Male', 'Blood Type': 'F'}"
Hatchan,220.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 8', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'S'}"
Chew,257.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 23', 'Age': '33', 'Gender': 'Male', 'Blood Type': 'X'}"
Genzo,173.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 17', 'Age': '46', 'Gender': 'Male', 'Blood Type': 'F'}"
Kuroobi,252.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 25', 'Age': '36-38', 'Gender': 'Male', 'Blood Type': 'S'}"
Mikita,177.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 14', 'Age': '22', 'Gender': 'Female', 'Blood Type': 'XF'}"
Gem,197.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jul 26', 'Age': '24', 'Gender': 'Male', 'Blood Type': 'X'}"
Brogy,2130.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 1', 'Age': '158', 'Gender': 'Male', 'Blood Type': 'F'}"
Wapol,207.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 9', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'X'}"
Dalton,218.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 10', 'Age': '33', 'Gender': 'Male', 'Blood Type': 'X'}"
Iceburg,199.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jan 3', 'Age': '38-40', 'Gender': 'Male', 'Blood Type': 'X'}"
Kaku,193.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 7', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'X'}"
Chimney,115.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 2', 'Age': '8-10', 'Gender': 'Female', 'Blood Type': 'S'}"
Pandaman,200.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 29', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Kuma Bartholomew,689.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 9', 'Age': '45', 'Gender': 'Male', 'Blood Type': 'X'}"
Perona,160.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 7', 'Age': '23-25', 'Gender': 'Female', 'Blood Type': 'XF'}"
Wiper,183.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 18', 'Age': '22-24', 'Gender': 'Male', 'Blood Type': 'X'}"
Garp,287.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 2', 'Age': '76-78', 'Gender': 'Male', 'Blood Type': 'F'}"
Pell,189.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 23', 'Age': '33', 'Gender': 'Male', 'Blood Type': 'X'}"
Marco,203.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 5', 'Age': '43-45', 'Gender': 'Male', 'Blood Type': nan}"
Burgess Jesus,355.0,fictional,ONE PIECE,anime,"{'Birthday': 'Dec 25', 'Age': '27-29', 'Gender': 'Male', 'Blood Type': 'F'}"
Augur Van,340.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 5', 'Age': '25-27', 'Gender': 'Male', 'Blood Type': 'X'}"
Q Doc,342.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 18', 'Age': '26-28', 'Gender': 'Male', 'Blood Type': 'S'}"
Lafitte,340.0,fictional,ONE PIECE,anime,"{'Birthday': 'Mar 13', 'Age': '39-41', 'Gender': 'Male', 'Blood Type': 'X'}"
Cobra Nefertari,182.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 13', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'F'}"
Yasopp,183.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 2', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'S'}"
Kaya,169.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 24', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'F'}"
Gaimon,130.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 5', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'X'}"
Conis,176.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 20', 'Age': '19-21', 'Gender': 'Female', 'Blood Type': nan}"
Nero,202.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jan 26', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'X'}"
Jyabura,212.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 5', 'Age': '35', 'Gender': 'Male', 'Blood Type': 'S'}"
Helmeppo,179.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jul 16', 'Age': '20', 'Gender': 'Male', 'Blood Type': 'S'}"
Babe,218.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jun 19', 'Age': '28', 'Gender': 'Male', 'Blood Type': 'F'}"
Law Trafalgar,191.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 6', 'Age': '24-26', 'Gender': 'Male', 'Blood Type': nan}"
Hancock Boa,191.0,fictional,ONE PIECE,anime,"{'Birthday': 'Sep 2', 'Age': '29 (Initial Age), 31', 'Gender': 'Female', 'Blood Type': 'S'}"
Rayleigh Silvers,188.0,fictional,ONE PIECE,anime,"{'Birthday': 'May 13', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'XF'}"
Killer,195.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 2', 'Age': '25', 'Gender': 'Male', 'Blood Type': 'X'}"
Duval,470.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 11', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'S'}"
Drake X.,233.0,fictional,ONE PIECE,anime,"{'Birthday': 'Oct 24', 'Age': '31-33', 'Gender': 'Male', 'Blood Type': 'X'}"
Urouge,388.0,fictional,ONE PIECE,anime,"{'Birthday': 'Aug 1', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'S'}"
Makino,166.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 23', 'Age': '29', 'Gender': 'Female', 'Blood Type': 'S'}"
Ninjin,127.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 2', 'Age': '9', 'Gender': 'Male', 'Blood Type': 'X'}"
Buchi,216.0,fictional,ONE PIECE,anime,"{'Birthday': 'Feb 7', 'Age': '21', 'Gender': 'Male', 'Blood Type': 'X'}"
Pearl,239.0,fictional,ONE PIECE,anime,"{'Birthday': 'Jul 11', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'F'}"
