name,height,category,subcat1,subcat2,extras
Gran Torino,120.0,fictional,anime,My Hero Academia (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Minoru Mineta,108.0,fictional,anime,My Hero Academia (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouta Izumi,107.0,fictional,anime,My Hero Academia (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Linlin,880.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jack,830.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Bartholomew Kuma,689.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Edward Weevil,680.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Katakuri,509.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Daifuku,489.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Smoothies,464.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Urouge,388.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Marshall D. Teach,344.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Perospero,333.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Donquixote Doflamingo,305.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jinbe,301.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Brook,266.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yamato,263.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Riku Dold III,261.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Scratchmen Apoo,256.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Crocodile,253.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Franky,225.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Basil,210.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eustass Kid,205.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
T-Bone,200.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Killer,195.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Trafalgar Law,191.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nico Robin,188.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Portgas D. Ace,185.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Wyper,183.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Roronoa Zoro,178.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Sanji,177.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Usopp,174.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jewelry Bonney,174.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Monkey D. Luffy,172.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tashigi,170.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charlotte Flampe,170.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nami,169.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Capone Bege,166.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Streusen,140.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kozuki Momonosuke,110.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tony Tony Chopper,90.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Manshelly,20.0,fictional,anime,One Piece,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shuuji Hanma,192.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kanji Mochizuki,192.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yasuhiro Mutou,187.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ken Ryuuguuji,185.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hakkai Shiba,183.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Seishu Inui,177.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryouhei Hayashi,176.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Keisuke Baji,175.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hajime Kokonoi,174.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Makoto Suzuki,172.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruchiyo Sanzu,172.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nahoya Kawata,170.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takashi Mitsuya,170.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Atsushi Sendou,168.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chifuyu Matsuno,168.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takuya Yamamoto,166.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takemichi Hanagaki (teen),165.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuzuha Shiba,165.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Izana Kurokawa,165.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruki Hayashida,164.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tetta Kisaki,164.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Manjirou Sano,162.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kazushi Yamagishi,158.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hinata Tachibana (teen),153.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emma Sano,150.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Naoto Tachibana (Young),148.0,fictional,anime,Tokyo Revengers Season 2,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yoshikatsu Kuroda,190.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gakuto Sasajima,183.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Masaru Shibata,180.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kunimitsu Ookura,178.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Seiji Fukami,178.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yousuke Ashiya,177.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruomi Konoe,176.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Minoru Hanabusa,175.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chisato Mikuriya,172.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryouta Mukai,170.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takumi Niina,170.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Toichirou Nakazawa,168.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Koutarou Tozuka,165.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Daisuke Inoue,163.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Wataru Maruyama,163.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuki Kouzuki,162.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Jinko Sasajima,161.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mari Fukami,157.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Akira Sonohara,157.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tamami Kogawa,155.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shiki Koshiyama,153.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hajime Sasaki,153.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chiaki Sonohara,153.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Fumika Kenmochi,151.0,fictional,anime,Fastest Finger First,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Barinas,190.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Camille,179.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hersey,177.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Beatrice,176.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Anna,172.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Frantiva,172.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuffie,170.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Victoria,168.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ashwaya,167.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kiraya,166.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Angela,164.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miyuki Soga,163.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kasumi,161.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saya Murasaki,159.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Maki Toubun,158.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hotaru Kamiizumi,157.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina,156.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gekka Ootori,156.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rikia,156.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emma,155.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rie Natsume,145.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rotania,139.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mei Iga,138.0,fictional,anime,Illusion Connect,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saazbaum,190.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Cruhteo,187.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayregalia Vers Rayvers,185.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Trillram,185.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouichirou Marito,183.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Vlad,182.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Souma Yagarai,180.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuutarou Tsumugi,176.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Calm Craftman,175.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Femieanne,173.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shigou Kakei,172.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Slaine Troyard,170.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Darzana Magbaredge,170.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Okisuke Mikuni,170.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kisaki Matsuribi,170.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuki Kaizuka,168.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kaoru Mizusaki,166.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inko Amifumi,165.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inaho Kaizuka,164.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayet Areash,158.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina Klein,158.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Asseylum Vers Allusia,155.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eddelrittuo,134.0,fictional,anime,Aldnoah Zero,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Zastin Deviluke,205.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryoko Mikado,171.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ren Elsie Jewelria,168.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Risa Momioka,167.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rin Kujou,167.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tearju Lunatique,167.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Lala Satalin Deviluke,165.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saki Tenjoin,165.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rito Yuuki,,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yui Kotegawa,162.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kyoko Kirisaki,162.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruna Sairenji,160.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Oshizu Murasame,159.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Run Elsie Jewelria,158.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ayako 'Aya' Fujisaki,157.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Golden Darkness,153.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mea Kurosaki,153.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mio Sawada,,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Momo Belia Deviluke,151.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nana Astar Deviluke,151.0,fictional,anime,To Love-Ru (Series),"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
